timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,interface,rule_id,bytes_in,bytes_out
1775041183,10.4.2.40,49544,10.3.1.11,22,UDP,ALLOW,lan_servers,rule_31,952,3198
1775041205,13.107.42.14,52211,52.168.112.78,80,TCP,ALLOW,lan_clinical,rule_19,4991,21994
1775041214,10.5.10.1,55082,10.4.2.30,88,UDP,BLOCK,lan_servers,rule_36,6184,6716
1775041237,10.3.1.40,60562,52.168.112.45,993,TCP,ALLOW,lan_billing,rule_50,1186,26372
1775041239,13.107.42.14,57573,10.3.1.11,88,TCP,ALLOW,lan_clinical,rule_20,2791,12091
1775041245,52.168.112.78,60023,10.5.10.5,88,TCP,ALLOW,lan_servers,rule_4,4755,732
1775041258,10.3.1.11,50346,52.168.112.78,88,TCP,ALLOW,lan_billing,rule_42,1436,20377
1775041265,10.3.1.30,62763,52.168.112.45,389,UDP,ALLOW,lan_servers,rule_12,3845,4848
1775041269,10.5.10.5,57576,10.5.10.5,88,TCP,ALLOW,lan_clinical,rule_39,4564,9101
1775041277,10.5.10.5,58631,10.5.10.1,25,TCP,ALLOW,lan_servers,rule_30,5449,31021
1775041283,10.4.12.2,62931,52.168.112.45,443,TCP,ALLOW,lan_clinical,rule_39,7258,31258
1775041284,52.168.112.78,54529,10.5.10.1,636,TCP,ALLOW,wan,rule_43,3956,26824
1775041289,10.4.2.11,60247,52.168.112.45,445,TCP,ALLOW,lan_clinical,rule_3,974,31395
1775041316,10.4.2.30,58207,10.5.10.3,445,TCP,ALLOW,lan_billing,rule_42,5520,12328
1775041378,10.4.2.40,63912,10.5.10.3,88,TCP,ALLOW,wan,rule_16,6570,9161
1775041387,10.4.2.10,60568,52.168.112.78,135,TCP,ALLOW,lan_clinical,rule_11,541,2386
1775041391,10.3.1.40,59836,10.5.10.3,22,TCP,ALLOW,lan_servers,rule_2,1002,28980
1775041407,10.4.2.11,65445,10.5.10.3,25,TCP,ALLOW,wan,rule_20,4639,3482
1775041418,10.4.12.2,52607,10.3.11.9,636,TCP,ALLOW,wan,rule_31,6823,13938
1775041438,10.4.2.10,60958,10.5.10.3,636,UDP,BLOCK,lan_servers,rule_36,4021,17779
1775041440,10.4.2.30,53760,10.3.1.11,443,TCP,ALLOW,lan_servers,rule_17,4708,25578
1775041451,10.4.2.11,62789,52.168.112.78,80,TCP,ALLOW,wan,rule_12,6680,16215
1775041451,10.3.1.11,56852,10.3.11.9,993,TCP,ALLOW,lan_billing,rule_45,2417,26645
1775041454,10.4.2.30,49755,10.4.2.40,3389,TCP,BLOCK,lan_servers,rule_39,168,14767
1775041477,10.4.12.2,56125,52.168.112.45,80,TCP,ALLOW,lan_clinical,rule_8,4564,31271
1775041489,10.4.2.30,55400,10.3.11.9,636,TCP,ALLOW,lan_billing,rule_46,5434,17270
1775041500,52.168.112.78,49192,10.3.11.9,135,TCP,ALLOW,lan_servers,rule_39,7307,1439
1775041519,10.5.1.50,62163,10.3.1.11,445,UDP,BLOCK,lan_clinical,rule_1,592,3666
1775041523,10.3.11.9,50493,10.3.11.9,389,UDP,ALLOW,lan_billing,rule_12,5775,2428
1775041523,10.5.10.5,53529,10.3.1.10,88,TCP,BLOCK,lan_clinical,rule_26,4369,8772
1775041524,10.4.2.40,55822,10.4.2.40,389,UDP,ALLOW,lan_billing,rule_39,2373,24202
1775041555,10.3.11.9,54082,10.5.10.5,993,UDP,ALLOW,wan,rule_22,2461,10158
1775041556,10.4.12.1,58078,10.4.2.30,636,TCP,ALLOW,lan_clinical,rule_16,6291,28378
1775041561,10.4.2.10,55740,52.168.112.78,636,TCP,ALLOW,lan_billing,rule_23,3287,5031
1775041565,52.168.112.45,53692,10.5.10.3,135,UDP,ALLOW,lan_clinical,rule_39,7698,1832
1775041577,52.168.112.78,52855,10.4.2.40,445,TCP,BLOCK,lan_servers,rule_28,439,22229
1775041584,10.3.11.9,63473,52.168.112.45,445,TCP,ALLOW,wan,rule_8,6642,24784
1775041588,52.168.112.45,58080,10.3.1.10,22,UDP,ALLOW,lan_billing,rule_46,6369,31709
1775041589,52.168.112.78,62357,140.82.112.22,53,UDP,ALLOW,wan,rule_39,4411,30770
1775041606,52.168.112.78,53029,10.4.2.40,135,TCP,ALLOW,lan_servers,rule_39,2194,563
1775041608,10.5.10.3,58931,10.4.2.40,3389,UDP,ALLOW,lan_billing,rule_1,7653,9358
1775041624,10.4.2.10,60664,10.4.2.30,135,TCP,ALLOW,wan,rule_16,1827,27526
1775041628,52.168.112.78,60425,10.4.2.40,135,TCP,ALLOW,wan,rule_17,1706,27120
1775041628,10.3.1.10,51200,10.5.10.5,636,UDP,ALLOW,lan_servers,rule_14,92,27024
1775041646,10.4.2.11,57860,10.5.10.1,993,TCP,ALLOW,lan_billing,rule_27,7036,18323
1775041671,10.5.10.3,62376,10.4.2.30,53,UDP,ALLOW,lan_billing,rule_1,560,10999
1775041671,52.168.112.78,65198,140.82.112.22,993,TCP,ALLOW,wan,rule_24,7481,21471
1775041672,10.4.2.30,57027,10.3.1.10,636,TCP,ALLOW,lan_servers,rule_30,6163,29979
1775041695,10.4.12.2,61905,10.3.11.9,80,TCP,ALLOW,lan_billing,rule_46,6112,11815
1775041697,52.168.112.45,54153,10.4.2.40,80,TCP,ALLOW,lan_billing,rule_1,1539,5384
1775041716,52.168.112.78,58824,13.107.42.14,22,TCP,ALLOW,lan_billing,rule_19,2169,24659
1775041732,10.5.10.5,56610,10.5.10.1,443,TCP,ALLOW,lan_clinical,rule_47,4600,24352
1775041739,10.5.0.10,57842,10.3.11.9,80,TCP,ALLOW,lan_servers,rule_43,796,18934
1775041744,10.4.2.40,64454,10.5.10.1,25,TCP,ALLOW,lan_servers,rule_43,2687,20517
1775041749,10.5.10.5,55367,10.3.1.11,25,UDP,ALLOW,lan_billing,rule_30,4693,1703
1775041761,140.82.112.22,65050,10.3.11.9,636,TCP,BLOCK,lan_clinical,rule_47,6353,1089
1775041768,52.168.112.45,59297,10.4.2.40,5432,UDP,ALLOW,lan_billing,rule_11,4096,27817
1775041770,10.4.2.30,59067,10.3.1.10,3389,TCP,ALLOW,lan_clinical,rule_12,6429,8846
1775041772,140.82.112.22,54014,52.168.112.78,993,TCP,ALLOW,lan_servers,rule_39,1635,28371
1775041782,10.4.12.1,54172,10.4.2.40,3389,TCP,ALLOW,lan_clinical,rule_19,3483,15589
1775041786,10.3.1.30,52087,10.3.1.11,22,TCP,ALLOW,lan_servers,rule_28,2371,19775
1775041815,10.4.12.2,51929,10.3.1.10,80,UDP,ALLOW,lan_clinical,rule_27,6783,13771
1775041818,13.107.42.14,55459,52.168.112.78,445,TCP,ALLOW,lan_servers,rule_36,5196,24559
1775041841,10.4.2.40,53882,10.5.10.3,22,TCP,ALLOW,lan_servers,rule_23,2652,2673
1775041843,10.5.1.50,62840,52.168.112.45,636,TCP,BLOCK,lan_servers,rule_8,6737,7018
1775041846,10.3.1.40,64359,10.3.1.10,445,TCP,BLOCK,wan,rule_12,235,29018
1775041848,10.5.10.3,52081,52.168.112.45,5432,TCP,ALLOW,lan_clinical,rule_49,5338,26104
1775041851,10.3.1.40,58128,10.4.2.30,88,UDP,BLOCK,lan_servers,rule_6,3571,11966
1775041868,10.3.11.9,61269,13.107.42.14,88,TCP,ALLOW,lan_billing,rule_8,3219,17738
1775041874,10.5.0.10,50229,10.3.11.9,88,TCP,BLOCK,wan,rule_3,4803,15254
1775041876,10.3.1.11,54990,10.3.1.11,25,TCP,ALLOW,lan_clinical,rule_49,1065,13785
1775041885,10.3.1.10,62056,10.5.10.5,993,UDP,ALLOW,lan_servers,rule_24,6417,6828
1775041888,10.3.11.9,52732,52.168.112.78,389,TCP,BLOCK,wan,rule_7,1861,13881
1775041896,10.5.10.3,62542,10.4.2.30,135,UDP,ALLOW,wan,rule_23,354,689
1775041927,10.4.2.10,61057,52.168.112.78,993,TCP,ALLOW,wan,rule_28,6732,5993
1775041928,10.5.0.10,58866,10.3.1.10,445,TCP,BLOCK,wan,rule_32,5519,25299
1775041943,140.82.112.22,64266,10.3.11.9,88,TCP,ALLOW,wan,rule_2,2086,19426
1775041950,10.4.12.1,50981,10.3.1.11,993,UDP,ALLOW,lan_clinical,rule_27,5230,6447
1775041951,10.5.10.5,52763,52.168.112.45,445,TCP,BLOCK,wan,rule_16,3078,29663
1775041959,10.4.2.11,58575,52.168.112.45,80,TCP,ALLOW,lan_clinical,rule_41,6058,23603
1775041979,10.4.2.11,54699,10.5.10.5,22,UDP,BLOCK,lan_billing,rule_5,3994,21526
1775042003,10.5.10.1,50239,10.3.1.11,993,TCP,ALLOW,wan,rule_35,1122,19553
1775042020,10.5.10.3,51815,10.5.10.3,443,UDP,ALLOW,lan_clinical,rule_17,5724,3205
1775042020,10.4.12.2,58427,10.5.10.5,443,TCP,ALLOW,lan_clinical,rule_34,6336,30778
1775042048,140.82.112.22,57639,52.168.112.45,25,TCP,ALLOW,lan_billing,rule_12,3432,10182
1775042066,52.168.112.45,52574,13.107.42.14,3389,UDP,BLOCK,lan_clinical,rule_32,6478,15833
1775042071,10.3.1.10,54749,10.3.1.10,5432,TCP,ALLOW,lan_servers,rule_26,7793,5328
1775042088,10.3.1.11,53421,52.168.112.45,5432,TCP,ALLOW,lan_clinical,rule_3,1417,17052
1775042093,10.3.11.9,51826,52.168.112.78,5432,TCP,ALLOW,lan_clinical,rule_28,2829,7557
1775042124,10.3.1.10,50117,52.168.112.78,3389,UDP,ALLOW,lan_clinical,rule_48,6073,3847
1775042124,10.3.11.9,61415,10.4.2.40,5432,TCP,ALLOW,lan_clinical,rule_18,2239,25092
1775042126,13.107.42.14,56276,10.4.2.30,135,TCP,ALLOW,lan_billing,rule_20,55,79
1775042130,13.107.42.14,55045,10.5.10.3,445,TCP,BLOCK,wan,rule_25,2800,17428
1775042144,10.3.11.9,56315,140.82.112.22,25,TCP,ALLOW,lan_billing,rule_37,3856,9203
1775042185,10.5.10.5,57585,10.3.1.10,53,UDP,ALLOW,lan_servers,rule_21,4888,27257
1775042212,10.5.10.5,64793,52.168.112.78,53,TCP,BLOCK,wan,rule_5,7262,26034
1775042221,10.4.12.1,64258,10.5.10.3,80,TCP,BLOCK,wan,rule_21,6896,2370
1775042231,10.4.12.1,54868,10.3.11.9,25,TCP,ALLOW,wan,rule_18,5086,28180
1775042233,10.4.2.11,50725,13.107.42.14,993,UDP,BLOCK,lan_billing,rule_26,3257,1843
1775042238,10.3.11.9,60877,10.3.11.9,22,TCP,ALLOW,lan_billing,rule_17,7157,12082
1775042249,52.168.112.78,58120,10.3.11.9,5432,UDP,ALLOW,wan,rule_39,6168,17445
1775042266,10.4.2.11,51545,10.3.11.9,389,TCP,BLOCK,wan,rule_17,5932,8791
1775042266,10.5.0.10,61782,10.4.2.40,22,TCP,BLOCK,lan_clinical,rule_32,5679,23044
1775042267,10.4.2.11,63834,10.5.10.1,88,TCP,BLOCK,wan,rule_9,4622,21047
1775042267,10.4.12.1,64188,10.5.10.1,445,UDP,ALLOW,lan_clinical,rule_7,6846,23877
1775042270,10.5.10.5,65054,52.168.112.78,5432,TCP,ALLOW,lan_servers,rule_23,235,2456
1775042287,10.5.0.10,60445,13.107.42.14,443,TCP,ALLOW,lan_servers,rule_35,1786,24984
1775042296,10.4.2.30,57670,10.3.1.11,53,TCP,ALLOW,lan_clinical,rule_27,4728,592
1775042311,10.4.2.11,50787,10.4.2.30,636,TCP,BLOCK,lan_clinical,rule_49,6076,14455
1775042314,10.3.1.10,63259,10.3.1.11,135,TCP,ALLOW,lan_clinical,rule_31,5123,29729
1775042320,52.168.112.78,53910,10.5.10.5,389,UDP,ALLOW,wan,rule_20,5715,12864
1775042327,10.3.1.11,65158,140.82.112.22,636,UDP,BLOCK,wan,rule_5,7066,8758
1775042328,140.82.112.22,61563,10.3.1.11,445,TCP,ALLOW,lan_servers,rule_25,2037,31646
1775042338,10.3.1.40,52903,10.3.1.11,445,TCP,ALLOW,lan_servers,rule_44,957,16402
1775042352,10.3.1.40,55247,10.5.10.5,636,TCP,BLOCK,lan_billing,rule_44,2870,12073
1775042376,10.5.0.10,49175,10.5.10.1,53,TCP,ALLOW,lan_billing,rule_24,6246,13258
1775042391,10.5.10.5,60603,140.82.112.22,25,TCP,ALLOW,lan_billing,rule_25,5904,11531
1775042397,10.3.1.11,61696,10.4.2.30,445,TCP,ALLOW,lan_billing,rule_35,2687,18237
1775042397,10.3.1.30,52044,52.168.112.78,88,TCP,ALLOW,lan_clinical,rule_43,232,20826
1775042416,10.4.12.1,59869,10.5.10.1,993,TCP,ALLOW,lan_clinical,rule_27,3255,891
1775042419,10.5.10.5,63079,52.168.112.78,445,TCP,ALLOW,lan_clinical,rule_12,5517,24509
1775042434,10.3.1.40,49186,10.3.1.11,993,TCP,ALLOW,wan,rule_33,5007,31014
1775042463,10.4.12.1,56290,10.3.11.9,25,TCP,ALLOW,wan,rule_29,4623,27704
1775042473,10.3.1.40,58673,13.107.42.14,445,UDP,ALLOW,wan,rule_44,5093,15631
1775042478,10.4.2.11,56236,13.107.42.14,3389,TCP,BLOCK,lan_billing,rule_36,1555,22780
1775042483,10.4.2.11,62936,10.5.10.1,53,TCP,ALLOW,lan_clinical,rule_20,4115,12424
1775042489,10.4.2.11,53613,10.5.10.1,25,TCP,ALLOW,lan_billing,rule_33,3532,17470
1775042507,10.3.1.30,65113,10.3.1.10,389,TCP,BLOCK,lan_clinical,rule_28,3730,12414
1775042512,10.5.1.50,53700,10.3.1.11,443,UDP,ALLOW,lan_clinical,rule_44,1401,27532
1775042525,52.168.112.45,64053,140.82.112.22,88,TCP,ALLOW,lan_billing,rule_33,7283,29424
1775042546,10.5.0.10,59186,13.107.42.14,993,UDP,ALLOW,lan_clinical,rule_37,5931,22548
1775042557,10.4.2.30,49387,10.4.2.30,445,TCP,ALLOW,wan,rule_35,1847,23542
1775042569,140.82.112.22,52149,10.4.2.30,135,TCP,ALLOW,lan_clinical,rule_42,2213,17065
1775042581,10.3.1.11,54046,10.3.1.11,443,TCP,ALLOW,lan_servers,rule_11,5593,18359
1775042608,10.5.10.5,56379,10.4.2.40,993,TCP,ALLOW,lan_clinical,rule_6,2549,8499
1775042628,10.4.12.2,58163,10.3.1.10,135,TCP,ALLOW,lan_servers,rule_18,5009,526
1775042635,10.3.1.40,52328,10.4.2.30,88,TCP,ALLOW,lan_billing,rule_47,99,26668
1775042655,10.3.1.30,58427,140.82.112.22,636,TCP,BLOCK,lan_servers,rule_25,2709,22863
1775042657,10.4.2.11,63149,10.3.1.10,25,UDP,ALLOW,lan_billing,rule_4,3830,13022
1775042701,13.107.42.14,60792,10.4.2.40,5432,UDP,BLOCK,wan,rule_30,1780,12704
1775042705,10.5.0.10,60498,10.5.10.3,53,TCP,BLOCK,lan_billing,rule_45,2549,12091
1775042710,10.5.10.1,58556,10.5.10.3,80,TCP,ALLOW,lan_billing,rule_33,829,29013
1775042719,10.5.10.1,57631,52.168.112.78,993,TCP,ALLOW,lan_billing,rule_11,945,23054
1775042723,52.168.112.78,50703,52.168.112.78,135,TCP,ALLOW,lan_clinical,rule_1,6326,15451
1775042757,10.5.1.50,51652,13.107.42.14,389,UDP,ALLOW,lan_billing,rule_33,1140,23104
1775042758,10.3.1.40,58801,10.5.10.5,22,TCP,ALLOW,lan_clinical,rule_39,5274,11919
1775042776,10.5.0.10,61530,10.5.10.1,3389,UDP,ALLOW,lan_billing,rule_33,7092,23835
1775042789,10.4.12.2,60515,10.5.10.5,443,TCP,ALLOW,lan_billing,rule_43,810,21464
1775042809,10.4.2.10,53203,10.3.1.11,636,TCP,ALLOW,wan,rule_19,1367,5239
1775042812,52.168.112.78,57740,10.4.2.40,3389,UDP,ALLOW,lan_billing,rule_4,969,8352
1775042835,10.5.10.1,56779,10.3.11.9,88,TCP,ALLOW,lan_billing,rule_20,6235,17375
1775042842,52.168.112.45,58165,10.4.2.30,993,TCP,BLOCK,wan,rule_18,6842,14492
1775042849,10.5.10.3,61594,10.4.2.40,389,TCP,ALLOW,lan_clinical,rule_28,1332,7919
1775042859,10.4.2.30,54927,10.5.10.5,389,TCP,BLOCK,lan_servers,rule_40,2377,23848
1775042863,10.4.12.1,54954,10.5.10.1,389,UDP,ALLOW,lan_clinical,rule_38,7398,16761
1775042864,10.3.1.40,59129,140.82.112.22,80,TCP,ALLOW,lan_clinical,rule_40,1628,15095
1775042870,10.5.10.3,56359,10.3.11.9,993,TCP,ALLOW,lan_clinical,rule_40,2576,3956
1775042870,52.168.112.45,58261,10.4.2.30,5432,UDP,ALLOW,wan,rule_12,4644,10979
1775042888,140.82.112.22,54901,52.168.112.45,993,TCP,ALLOW,wan,rule_35,7951,20827
1775042889,10.4.2.40,64700,10.5.10.3,22,UDP,BLOCK,lan_billing,rule_2,4344,21248
1775042898,10.3.11.9,55629,52.168.112.45,993,TCP,ALLOW,lan_billing,rule_38,2079,25509
1775042903,10.4.2.11,51411,52.168.112.78,443,TCP,ALLOW,lan_billing,rule_44,5703,13345
1775042910,10.5.0.10,59576,10.4.2.40,25,TCP,ALLOW,lan_billing,rule_41,5063,6866
1775042918,10.5.0.10,62808,10.4.2.40,53,TCP,BLOCK,lan_servers,rule_15,125,10607
1775042919,10.4.2.10,56071,10.3.1.10,53,TCP,ALLOW,wan,rule_30,4095,27998
1775042919,10.3.1.40,50540,10.5.10.1,389,UDP,BLOCK,lan_billing,rule_22,7566,11346
1775042925,10.3.1.40,50544,10.4.2.40,25,UDP,ALLOW,lan_servers,rule_5,6971,5406
1775042934,10.4.2.10,56609,10.5.10.1,993,UDP,ALLOW,lan_billing,rule_13,6044,6248
1775042945,10.5.1.50,53670,10.4.2.30,389,TCP,BLOCK,lan_clinical,rule_31,2443,1559
1775042948,13.107.42.14,61339,10.5.10.1,3389,TCP,BLOCK,lan_billing,rule_5,3854,1427
1775042955,10.3.1.40,60617,10.3.1.10,88,TCP,ALLOW,lan_servers,rule_17,3920,14690
1775042956,10.3.1.10,59973,10.3.1.10,443,UDP,ALLOW,wan,rule_50,3785,28103
1775042972,52.168.112.78,56988,52.168.112.78,88,TCP,ALLOW,lan_servers,rule_17,2366,14153
1775042986,52.168.112.45,52577,10.4.2.30,88,TCP,ALLOW,lan_clinical,rule_37,7145,8995
1775042987,10.3.1.10,56907,52.168.112.78,5432,TCP,ALLOW,lan_billing,rule_41,6545,19592
1775042988,10.5.0.10,65053,10.5.10.1,389,TCP,BLOCK,wan,rule_20,7958,23340
1775043016,10.5.1.50,51150,52.168.112.78,88,TCP,BLOCK,lan_servers,rule_3,4130,31501
1775043018,10.5.10.3,65263,10.4.2.30,135,TCP,BLOCK,wan,rule_33,1198,9302
1775043034,52.168.112.45,59323,10.3.1.10,80,TCP,ALLOW,wan,rule_50,5455,17737
1775043044,10.4.12.2,53523,140.82.112.22,5432,TCP,BLOCK,lan_servers,rule_37,281,10258
1775043055,10.5.1.50,53996,10.5.10.5,25,UDP,ALLOW,lan_billing,rule_9,6970,17567
1775043065,10.5.1.50,56289,10.3.1.10,443,TCP,ALLOW,wan,rule_9,798,4451
1775043073,140.82.112.22,64117,140.82.112.22,636,UDP,ALLOW,lan_billing,rule_10,3651,23761
1775043083,13.107.42.14,54589,52.168.112.78,445,TCP,ALLOW,lan_billing,rule_19,5714,12030
1775043089,10.3.1.10,60337,10.5.10.5,25,UDP,ALLOW,lan_billing,rule_34,2927,7357
1775043095,10.5.1.50,56043,52.168.112.78,993,TCP,ALLOW,lan_billing,rule_16,5698,18362
1775043096,10.3.11.9,59418,52.168.112.78,443,TCP,BLOCK,lan_servers,rule_25,1681,29552
1775043096,10.3.1.30,61970,10.4.2.40,135,UDP,ALLOW,lan_billing,rule_46,5876,14170
1775043101,10.4.2.40,49901,10.5.10.1,636,UDP,ALLOW,wan,rule_43,1700,26193
1775043131,10.4.12.1,60539,10.3.1.11,88,TCP,ALLOW,lan_billing,rule_50,1419,15339
1775043135,52.168.112.78,58863,10.5.10.5,993,TCP,ALLOW,lan_billing,rule_26,5278,10621
1775043143,10.4.2.40,56171,10.3.1.10,25,TCP,ALLOW,lan_servers,rule_33,4308,29838
1775043153,10.4.2.30,61124,10.5.10.1,5432,TCP,ALLOW,lan_clinical,rule_2,2244,15661
1775043163,10.5.10.3,60690,10.4.2.40,3389,TCP,ALLOW,lan_billing,rule_43,5625,29776
1775043163,10.5.10.5,59150,13.107.42.14,389,TCP,ALLOW,lan_clinical,rule_34,4918,25882
1775043166,10.5.1.50,51836,13.107.42.14,993,TCP,ALLOW,lan_servers,rule_14,7578,13846
1775043170,52.168.112.45,54578,52.168.112.45,135,TCP,ALLOW,lan_clinical,rule_3,2497,3152
1775043173,10.3.1.11,53066,140.82.112.22,80,TCP,ALLOW,lan_clinical,rule_11,1089,12648
1775043181,13.107.42.14,51304,10.5.10.5,53,TCP,ALLOW,lan_clinical,rule_22,2320,2021
1775043205,52.168.112.78,58109,10.4.2.30,5432,TCP,BLOCK,lan_servers,rule_38,3030,15725
1775043212,10.4.2.10,49336,10.3.1.11,389,UDP,ALLOW,lan_clinical,rule_50,4801,31672
1775043238,52.168.112.45,60579,10.5.10.1,5432,TCP,BLOCK,lan_servers,rule_46,6758,31095
1775043251,10.3.1.40,64478,10.4.2.40,445,TCP,ALLOW,wan,rule_9,2176,11002
1775043262,10.3.1.40,53953,10.5.10.3,3389,TCP,BLOCK,lan_clinical,rule_37,2990,5205
1775043273,10.5.10.3,62398,52.168.112.78,3389,TCP,ALLOW,lan_clinical,rule_4,3470,3397
1775043277,10.3.1.40,56907,140.82.112.22,445,TCP,ALLOW,lan_servers,rule_20,7053,9882
1775043281,52.168.112.78,54525,10.3.1.11,636,TCP,ALLOW,lan_clinical,rule_48,4443,1527
1775043282,10.4.2.30,57628,10.5.10.3,135,UDP,ALLOW,lan_clinical,rule_40,6287,3016
1775043294,10.5.10.1,56143,10.4.2.40,25,UDP,ALLOW,lan_clinical,rule_41,7701,5300
1775043299,10.3.1.40,50952,10.4.2.30,5432,TCP,ALLOW,lan_billing,rule_29,362,3921
1775043321,140.82.112.22,57097,10.4.2.40,993,TCP,BLOCK,lan_billing,rule_29,5257,29148
1775043325,10.3.1.10,57320,10.3.1.11,5432,UDP,ALLOW,wan,rule_1,2142,13002
1775043325,52.168.112.78,50317,52.168.112.78,445,TCP,BLOCK,lan_billing,rule_42,3023,7031
1775043332,10.5.10.3,54974,13.107.42.14,389,TCP,ALLOW,lan_clinical,rule_20,5818,9391
1775043334,10.5.10.3,59762,52.168.112.45,135,TCP,ALLOW,lan_billing,rule_11,1108,26026
1775043345,10.4.2.30,63986,10.4.2.40,636,UDP,ALLOW,wan,rule_44,492,29731
1775043354,13.107.42.14,61420,10.3.1.10,135,TCP,ALLOW,lan_billing,rule_35,308,1762
1775043364,52.168.112.45,61514,10.5.10.1,5432,TCP,ALLOW,wan,rule_14,177,8674
1775043377,10.5.1.50,51873,10.5.10.1,25,UDP,ALLOW,lan_clinical,rule_41,1353,12441
1775043379,10.4.2.30,61393,10.5.10.5,80,TCP,ALLOW,lan_servers,rule_25,6321,4742
1775043389,10.5.10.5,58508,10.3.1.10,88,TCP,ALLOW,lan_clinical,rule_6,7292,18671
1775043434,10.5.1.50,58001,10.3.1.11,5432,UDP,ALLOW,lan_clinical,rule_23,3343,2991
1775043438,10.5.0.10,52412,13.107.42.14,3389,TCP,ALLOW,wan,rule_25,7872,21962
1775043444,10.3.1.40,53279,10.4.2.40,445,TCP,ALLOW,wan,rule_23,954,21494
1775043445,52.168.112.78,62295,140.82.112.22,445,TCP,BLOCK,lan_clinical,rule_41,3169,30766
1775043460,10.5.10.1,60412,52.168.112.45,80,TCP,ALLOW,lan_billing,rule_49,6025,7910
1775043467,10.4.12.2,58720,140.82.112.22,389,UDP,ALLOW,wan,rule_21,121,22875
1775043469,10.4.2.40,64167,10.3.1.11,22,TCP,ALLOW,lan_clinical,rule_5,7003,28292
1775043493,10.3.1.30,53710,10.5.10.3,25,UDP,ALLOW,lan_billing,rule_36,1840,31744
1775043501,10.4.2.40,58494,10.5.10.3,22,TCP,ALLOW,lan_billing,rule_35,7655,12109
1775043508,10.4.12.2,55437,10.5.10.3,88,TCP,ALLOW,wan,rule_18,7704,18965
1775043519,10.5.10.1,61038,52.168.112.45,135,TCP,BLOCK,lan_clinical,rule_14,1723,30094
1775043533,10.4.2.10,62020,10.5.10.1,636,TCP,ALLOW,lan_billing,rule_16,340,26861
1775043543,10.5.10.3,56859,10.5.10.5,389,UDP,ALLOW,lan_clinical,rule_50,3610,12080
1775043550,10.3.1.40,62450,52.168.112.45,389,UDP,ALLOW,lan_servers,rule_50,2211,14151
1775043552,10.4.2.30,63354,52.168.112.78,3389,TCP,BLOCK,lan_clinical,rule_1,3161,22086
1775043554,10.5.0.10,59245,10.5.10.1,636,TCP,ALLOW,lan_clinical,rule_16,3947,1232
1775043571,10.5.1.50,49818,10.4.2.30,636,TCP,BLOCK,lan_servers,rule_37,6169,2811
1775043571,10.4.2.30,59631,10.5.10.1,389,TCP,ALLOW,lan_billing,rule_23,6829,27936
1775043584,10.3.1.40,53593,10.3.1.10,80,TCP,ALLOW,lan_servers,rule_49,3800,27927
1775043607,10.3.1.11,58219,10.5.10.3,389,TCP,ALLOW,lan_servers,rule_29,245,5056
1775043617,10.5.10.3,60620,10.4.2.30,389,TCP,ALLOW,lan_billing,rule_6,6210,15534
1775043617,13.107.42.14,64338,10.5.10.1,636,UDP,ALLOW,lan_servers,rule_36,143,22689
1775043632,10.5.10.1,61263,10.4.2.30,88,TCP,ALLOW,lan_billing,rule_12,220,20794
1775043637,13.107.42.14,50898,10.5.10.5,5432,TCP,ALLOW,lan_clinical,rule_28,1022,11372
1775043641,10.3.1.10,61669,10.5.10.3,88,TCP,ALLOW,lan_servers,rule_42,6538,13655
1775043645,10.3.1.10,53773,13.107.42.14,135,TCP,ALLOW,lan_clinical,rule_36,4331,20810
1775043646,10.3.1.11,55587,10.4.2.30,80,TCP,ALLOW,lan_clinical,rule_26,7814,12856
1775043670,10.3.11.9,62240,10.3.1.10,53,UDP,BLOCK,lan_servers,rule_44,7932,12811
1775043705,10.4.2.40,55262,10.5.10.5,389,UDP,BLOCK,wan,rule_39,2821,23463
1775043708,10.4.2.11,62625,10.4.2.30,135,TCP,ALLOW,lan_servers,rule_5,3097,19149
1775043734,13.107.42.14,61033,10.3.11.9,53,TCP,BLOCK,wan,rule_19,3439,185
1775043736,10.4.2.10,60073,10.3.1.10,88,TCP,BLOCK,lan_billing,rule_42,470,22978
1775043754,10.4.12.1,52255,10.5.10.3,88,UDP,ALLOW,lan_clinical,rule_18,5146,11566
1775043758,52.168.112.45,50824,140.82.112.22,80,TCP,ALLOW,lan_servers,rule_18,420,30302
1775043774,52.168.112.45,57647,52.168.112.45,3389,TCP,ALLOW,wan,rule_14,5623,18575
1775043775,140.82.112.22,61015,10.3.1.10,22,TCP,BLOCK,lan_clinical,rule_43,4177,25501
1775043792,10.4.12.2,63929,10.3.1.10,636,UDP,ALLOW,lan_servers,rule_29,1818,30549
1775043794,10.3.1.10,52461,52.168.112.78,3389,TCP,ALLOW,lan_clinical,rule_38,6416,7488
1775043810,10.3.1.11,64725,10.5.10.3,5432,TCP,ALLOW,lan_clinical,rule_11,6553,29624
1775043812,10.3.1.30,65086,10.5.10.1,5432,TCP,BLOCK,lan_servers,rule_43,7933,7388
1775043813,10.5.0.10,56805,10.5.10.5,3389,TCP,ALLOW,lan_billing,rule_41,4543,21843
1775043818,10.3.11.9,54078,10.5.10.3,389,TCP,ALLOW,lan_servers,rule_49,7522,23809
1775043826,10.5.10.3,50326,10.3.1.10,80,TCP,ALLOW,lan_billing,rule_24,5173,1768
